"id_evento","data_publicacao","fonte","titulo","pagina","municipio","localidade","tipo_camada","dimensao_analitica","tipo_relacao_variavel","codigo_variavel","nivel_criticidade","observacao","nota_analista","cod_loteamento","nivel_confianca_loteamento","papel_no_ciclo","id_caso_pressao","entra_ipst","relevancia_estrategica","data_classificacao","_qrt_aproximacao_variavel","_linha_suspeita","_arquivo","_qrt_data_edicao","_qrt_numero_edicao","_qrt_evento_id","_qrt_relevancia","_qrt_descricao_evento","_qrt_fonte_arquivo","_qrt_status_validacao","_qrt_data","_qrt_item","_qrt_resumo","_qrt_origem","_qrt_municipio_impactado","_qrt_tipo_abrangencia","_qrt_\xEF\xBB\xBF""id_evento"""
"TL_20260609_006","2026-06-09","Tribuna Liberal","Hortolandia promove Fan Fest na estreia do Brasil na Copa do Mundo 2026","8","Hortolândia","Lago da Fe","CONTEXTO","nao_aplicavel","nao_aplicavel","GOV_MUNICIPAL","baixa","evento_cultural","Fan Fest no Lago da Fe no sabado 13/06 para a estreia do Brasil na Copa, com telao, treinao 5K e feira de food trucks; outras Fan Fests previstas nos demais jogos. Evento cultural/lazer sem variavel IVS associada. Registrado para completude do corpus da edicao; baixo valor analitico para o Atlas.","nao_identificado","baixo","standalone","","nao","baixa","2026-06-09","","","2026_06_09_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_10_TL_01","10/06/2026","Tribuna Liberal","Nova Avenida Panaino avanca e reforca transformacao urbana","07","Hortolandia","Jd. Nova Europa / Novo Angulo / Santa Clara","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","multiplos_loteamentos","[mobilidade] Prolongamento Av. Panaino ~600m liga Santa Clara-Novo Angulo-Nova Europa; conexao c/ Corredor Metropolitano, Av. Sabina Baptista de Camargo e Superviario; ~4km ao final. Narrativa de planejamento urbano; gestao Zeze Gomes; planejamento desde 2005 (Perugini). Polaridade: positiva. Papel estrutural (mapeado p/ resposta).","360","medio","resposta","","avaliar","media","10/06/2026","IU_03","","2026_06_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_10_TL_02","10/06/2026","Tribuna Liberal","Poco do Mirante volta a fornecer agua para moradores de Hortolandia","07","Hortolandia","Jardim Mirante","GOVERNANCA","infraestrutura_urbana","direta","IU_01","baixa","interface_iu","[saneamento/agua] Poco Artesiano Jd. Mirante (Mirante Santa Clara) interditado em abril, revitalizado e reaberto p/ abastecimento publico gratuito; analise de potabilidade aprovada; memoria historica da luta por agua (emancipacao 1991). Polaridade: positiva. Papel: desfecho parcial do ciclo (mapeado p/ sinal_desfecho). Loteamento confirmado: JARDIM MIRANTE DE SUMARE (cod 331).","331","alto","sinal_desfecho","IU_ABASTECIMENTO_AGUA_2026","sim","media","10/06/2026","","","2026_06_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_10_TL_03","10/06/2026","Tribuna Liberal","Hortolandia entre as 30 cidades com melhor qualidade de vida (IPS); 1a na RMC","07","Hortolandia","Hortolandia","CONTEXTO","","contextual","SMIDS_EXT","baixa","dado_auditavel","[contexto estrategico - qualidade de vida / reputacao municipal] Indice de Progresso Social (IPS) aponta Hortolandia entre as 30 melhores do Brasil e 1a na RMC (maio/2026). Polaridade: positiva. Entra_ipst=nao (nao alimenta IPSO-H diretamente). HIPOTESE A TESTAR, nao conclusao: o IPS sugere boa performance agregada; quando confrontado c/ IVS-H elevado em loteamentos especificos, PODE indicar que a rede urbana/institucional absorve parte das pressoes sem virar crise sistemica. Testar c/ serie historica IPSO-H/IPST-H. Municao p/ apresentacoes, formular c/ prudencia.","nao_identificado","alto","nao_aplicavel","","nao","alta","10/06/2026","","","2026_06_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_10_TL_04","10/06/2026","Tribuna Liberal","Turismo Industrial leva 22 adolescentes ao Unasp; doacao de terreno p/ Fatec","04","Hortolandia","Parque Ortolandia","GOVERNANCA","capital_humano","latente","CH_08","baixa","impacto_latente","[capital_humano + renda_trabalho] Programa Turismo Industrial (22 adolescentes Patrulheiros/Guarda Mirim ao Unasp; palestra projeto de vida e educacao financeira) + aprovacao de doacao de terreno ao lado da Etec p/ implantar campus Fatec. Prevencao/formacao juvenil (interface CH nem-nem -> CH_08; vetor RT latente). Polaridade: positiva. Efeito futuro.","nao_identificado","medio","nao_aplicavel","","avaliar","media","10/06/2026","RT_02","","2026_06_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_10_TL_05","10/06/2026","Tribuna Liberal","Dupla e presa ao tentar furtar ferramentas de chacara em Hortolandia","09","Hortolandia","Chacara Jatoba","PRESSAO_SOCIAL","capital_humano","contextual","SMIDS_EXT","baixa","caso_ilustrativo","[seguranca - criminalidade patrimonial] Furto de ferramentas em Chacara Jatoba; dois homens (37 e 56) presos em flagrante; material restituido. Polaridade: negativa. Caso pontual, sem recorrencia - nao deve pesar no indice isoladamente. Sem match oficial direto p/ Chacara Jatoba (cf. RESIDENCIAL JARDIM DO JATOBA cod 390, RP2) - confianca baixa.","nao_identificado","baixo","nao_aplicavel","SEG_CRIMINALIDADE_PATRIMONIAL_2026","avaliar","baixa","10/06/2026","","","2026_06_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_11_TL_01","11/06/2026","Tribuna Liberal","Hortolandia comemora meio ambiente com plantio da 3a microfloresta urbana","04","Hortolandia","Jardim Novo Angulo","GOVERNANCA","infraestrutura_urbana","indireta","GOV_MUNICIPAL","baixa","acao_institucional_smids","[meio ambiente / infraestrutura verde - adaptacao climatica] 3a microfloresta urbana (360 mudas, 36 especies nativas) no Jd. Novo Angulo, 360m2; metodo 1x1; combate a ilhas de calor; 22 criancas da Emef Joao Calixto. Modelo RMC. Total municipal: 3 unidades / 1.810m2. Polaridade: positiva. Papel: prevencao/adaptacao (mapeado p/ nao_aplicavel - sem gatilho de ciclo de pressao).","307","medio","nao_aplicavel","","avaliar","baixa","11/06/2026","","","2026_06_11_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_11_TL_02","11/06/2026","Tribuna Liberal","Hortolandia monitora transito apos descarrilamento de vagoes de trem","01","Hortolandia","Jardim Nova Europa","PRESSAO_SOCIAL","infraestrutura_urbana","contextual","SMIDS_EXT","media","interface_iu","[mobilidade / infraestrutura urbana] Descarrilamento de vagoes na frente da empresa Gonvarri (regiao do Jd. Nova Europa); Rua Minas Gerais interditada; normalizacao prevista em 2 dias. Polaridade: negativa. Pressao pontual sobre mobilidade. OBS TERRITORIAL: Nova Europa aparece em sequencia com a obra Panaino (cod 360) - eixo a monitorar, sem causalidade.","360","alto","emergencia","IU_MOBILIDADE_2026","sim","media","11/06/2026","IU_03","","2026_06_11_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_11_TL_03","11/06/2026","Tribuna Liberal","418 mulheres de Hortolandia fazem exame na carreta de mamografia","07","Hortolandia","CAISM","GOVERNANCA","capital_humano","direta","GOV_MUNICIPAL","baixa","dado_auditavel","[saude publica / saude da mulher - ampliacao de acesso] 418 mamografias gratuitas (ONG Americas Amigas) + van no CAISM ate 12/06 + mamografo doado (Igreja SUD). Prevencao cancer de mama; dado mensuravel; encaminhamento CAISM/CROSS em caso positivo. Polaridade: positiva. Papel: ampliacao de acesso (mapeado p/ resposta).","nao_identificado","medio","resposta","CH_SAUDE_MULHER_2026","sim","media","11/06/2026","CH_01","","2026_06_11_tribuna_liberal.csv","","","","","","","","","","","","","",""
"2026_06_11_TL_04","11/06/2026","Tribuna Liberal","Comecam formaturas do projeto de prevencao a violencia nas escolas municipais","08","Hortolandia","Jardim Novo Angulo","GOVERNANCA","capital_humano","latente","CH_03","baixa","acao_institucional_smids","[seguranca preventiva / educacao] Projeto 'Bem me quer, Paz se quer' (Seguranca+Educacao/GM) retomado apos 5 anos; 933 alunos, 7 escolas municipais + 1 estadual. 1a formatura: Emef Salvador Zacharias Pereira Jr (Jd. Novo Angulo), 214 alunos. Cultura de paz/prevencao a violencia (CH latente). Polaridade: positiva. Papel: prevencao (mapeado p/ nao_aplicavel - sem gatilho de ciclo).","307","medio","nao_aplicavel","CH_VIOLENCIA_CRIANCA_2026","sim","media","11/06/2026","","","2026_06_11_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260612_001","2026-06-12","Tribuna Liberal","Cerimônia marca retomada do uso do Poço Artesiano do Jardim Mirante em Hortolândia","7","Hortolândia","Jardim Mirante","GOVERNANCA","infraestrutura_urbana","direta","IU_01","media","Retomada do uso do poço após revitalização, testes de potabilidade, manutenção e reforço da sinalização no entorno.","Evento positivo de governança sobre infraestrutura hídrica; deve ser vinculado ao ciclo do Poço Mirante e acompanhado como desfecho/monitoramento de resposta.","JARDIM_MIRANTE","alto","resposta","IU_POCO_MIRANTE_2026","avaliar","alta","2026-06-12","abastecimento_agua","","2026_06_12_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260612_002","2026-06-12","Tribuna Liberal","Unidades habitacionais do Monte Sinai em Hortolândia estão 80% concluídas","7","Hortolândia","Monte Sinai","GOVERNANCA","habitacao_infraestrutura_urbana","direta","IU_01","alta","Obras de 152 unidades habitacionais para moradores de áreas de risco avançam em parceria com a CDHU; matéria também cita saneamento, iluminação, limpeza e regularização.","Evento estruturante de governança urbana; conecta habitação, regularização, saneamento e redução de risco social no Monte Sinai.","MONTE_SINAI","alto","resposta_estrutural","IU_HABITACAO_MONTE_SINAI_2026","avaliar","alta","2026-06-12","habitacao_area_de_risco","","2026_06_12_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260613_001","2026-06-13","Tribuna Liberal","Comunicado informa EIV para implantação do Condomínio Residencial Vertical Multifamiliar ONI BÉLGICA em Hortolândia","3","Hortolândia","Via Projetada entre Rua Carlos Roberto de Melo e Avenida Wesley Dias Rodrigues","CONTEXTO","planejamento_urbano_habitacao","indireta","IU_03","baixa","Comunicado público de requerimento de análise de Estudo de Impacto de Vizinhança para condomínio residencial vertical multifamiliar.","Evento de contexto urbanístico; não é pressão social imediata, mas deve ser registrado como sinal de adensamento e futura demanda por serviços públicos no entorno.","NAO_IDENTIFICADO","baixo","contexto","","nao","media","2026-06-13","adensamento_urbano_eiv","","2026_06_13_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260613_002","2026-06-13","Tribuna Liberal","Polícia Civil apura denúncia de possível abuso contra crianças em Hortolândia","9","Hortolândia","Jardim Santa Clara","PRESSAO_SOCIAL","protecao_crianca_adolescente","direta","SMIDS_EXT","alta","Inquérito apura denúncia envolvendo criança de 4 anos e bebê de 6 meses; vítimas encaminhadas para atendimento médico e exames periciais.","Evento sensível de violação de direitos; registrar como pressão social, com cautela na linguagem e sem inferir responsabilidade antes da conclusão do inquérito.","JARDIM_SANTA_CLARA","alto","emergencia","CH_VIOLACAO_DIREITOS_CRIANCA_2026","sim","alta","2026-06-13","violacao_direitos_crianca","","2026_06_13_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260613_003","2026-06-13","Tribuna Liberal","Formandos do Fundo Social de Hortolândia recebem certificados","9","Hortolândia","Jardim Sumarezinho","GOVERNANCA","capital_humano_inclusao_produtiva","direta","CH_08","baixa","Cerca de 80 aprendizes concluíram formações gratuitas promovidas pelo Fundo Social em parceria com Sebrae e Senac.","Ação positiva de formação e inclusão produtiva; pode dialogar com políticas de transição para o trabalho e prevenção de vulnerabilidades futuras.","JARDIM_SUMAREZINHO","alto","prevencao","","nao","media","2026-06-13","qualificacao_profissional","","2026_06_13_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260614_001","2026-06-14","Tribuna Liberal","Hortolândia fortalece missão contra trabalho infantil pelas ruas da cidade","8","Hortolândia","Jardim Metropolitan","GOVERNANCA","capital_humano_protecao_crianca_adolescente","direta","RT_05","alta","Ato de conscientização no Paço Municipal; matéria informa quatro famílias, equivalentes a cinco pessoas, em situação de trabalho infantil no CadÚnico de maio de 2026.","Evento de resposta institucional com dado operacional relevante; deve dialogar com RT_05 e com o SMPETI, preservando a distinção entre indicador CadÚnico e atendimento socioassistencial.","JARDIM_METROPOLITAN","alto","resposta_preventiva","RT05_TRABALHO_INFANTIL_2026","avaliar","alta","2026-06-14","trabalho_infantil","","2026_06_14_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260614_002","2026-06-14","Tribuna Liberal","Zezé entrega nova etapa de modernização de complexo poliesportivo Nelson Cancian","6","Hortolândia","Nelson Cancian","GOVERNANCA","esporte_lazer_capital_humano","indireta","CH_LATENTE","baixa","Revitalização do ginásio com investimento aproximado de R$ 560 mil, envolvendo instalação elétrica, pintura, piso, arquibancadas, vestiários e telas de proteção.","Ação positiva de qualificação de equipamento público; contribui indiretamente para convivência, saúde, lazer e prevenção social.","NAO_IDENTIFICADO","baixo","resposta","","nao","media","2026-06-14","equipamento_publico_esporte_lazer","","2026_06_14_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260616_001","2026-06-16","Tribuna Liberal","Hortolândia passa a contar oficialmente com Auxílio-Refeição para seus servidores","8","Hortolândia","Hortolândia","GOVERNANCA","gestao_valorizacao_servidor","indireta","RT_LATENTE","baixa","Lei 4.644/2026 institui Auxílio-Refeição aos servidores ativos da Administração Direta e Autárquica; R$ 200 mensais a partir de nov/2026, subindo a R$ 400 em mar/2027; beneficia cerca de 5,2 mil servidores e 25 vinculados ao Hortoprev.","Ação de gestão de pessoal sem vínculo direto com vulnerabilidade do CadÚnico; registrar como contexto de governança municipal.","NAO_IDENTIFICADO","baixo","resposta","","nao","baixa","2026-06-16","politica_valorizacao_servidor","","2026_06_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260616_002","2026-06-16","Tribuna Liberal","Hortolândia aplica vacina contra gripe nos estudantes das escolas municipais","8","Hortolândia","Hortolândia","PRESSAO_SOCIAL","capital_humano","indireta","CH_LATENTE","media","Campanha de vacinação antigripe nas escolas municipais (13.672 alunos no Ensino Fundamental). Cobertura dos grupos prioritários (crianças menores de 6 anos, gestantes e idosos a partir de 60) está baixa; meta de 90%; município imunizou 40.615 pessoas até a publicação.","Aproxima-se de CH_02 apenas de forma indireta, pois a notícia trata de cobertura vacinal e grupos prioritários, não de uma variável IVS diretamente medida. O valor analítico está na lacuna de cobertura de saúde declarada justamente nos grupos que o Atlas monitora como vulneráveis (primeira infância, gestantes, idosos), servindo de gancho para a ponte Atlas x Saúde; cobertura é dimensão futura (IAS-H) e não compõe o cálculo do IVS-H.","NAO_IDENTIFICADO","baixo","diagnostico","","avaliar","alta","2026-06-16","cobertura_vacinal_grupos_prioritarios","","2026_06_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260616_003","2026-06-16","Tribuna Liberal","Zezé recebe bicampeões do Intercaps e celebra inclusão social pelo esporte","4","Hortolândia","Palácio dos Migrantes","GOVERNANCA","saude_mental_inclusao_capital_humano","indireta","CH_LATENTE","baixa","Homenagem a 15 jovens atendidos pelo CAPS Infantojuvenil (CAPS IJ) de Hortolândia, bicampeões do torneio Intercaps de Futsal; ênfase em inclusão social pelo esporte.","Evento de governança que ilustra a atuação da rede de saúde mental infantojuvenil (CAPS IJ); toca a camada saúde mental, que arquiteturalmente pertence ao PVSE/IPSO-H e não ao IVS-H. Não é evidência de vulnerabilidade nem de pressão; serve como contexto da camada Saúde.","NAO_IDENTIFICADO","baixo","resposta","","nao","media","2026-06-16","rede_saude_mental_infantojuvenil","","2026_06_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260616_004","2026-06-16","Tribuna Liberal","Homem é preso ao furtar ônibus e trafegar pelas ruas de Hortolândia","8","Hortolândia","Jardim Minda","CONTEXTO","seguranca_publica","contextual","SEM_VARIAVEL","baixa","Homem de 38 anos preso em flagrante após furtar ônibus da empresa Piccolotur e trafegar pela região do Jardim Minda; veículo recuperado sem danos adicionais.","Ocorrência policial sem vínculo direto com vulnerabilidade social. Registro mantido pelo valor cumulativo de menção ao loteamento (regra R28): isoladamente irrelevante, monitorável se o Jardim Minda reaparecer.","JARDIM_MINDA","alto","registro","","nao","baixa","2026-06-16","ocorrencia_policial_local","","2026_06_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260616_005","2026-06-16","Tribuna Liberal","Homem é preso por porte ilegal de arma de fogo em Hortolândia","10","Hortolândia","Parque São Miguel","CONTEXTO","seguranca_publica","contextual","SEM_VARIAVEL","media","Homem de 22 anos preso por porte ilegal de pistola .380 municiada na Avenida Olívio Franceschini, Parque São Miguel, após detecção por monitoramento; teria declarado pertencer a facção criminosa.","Ocorrência policial com elementos que merecem atenção (arma, munição e possível vínculo com facção), o que gerou dúvida de classificação. Optou-se por CONTEXTO/registro/entra_ipst=nao em obediência à R28, que evita abrir ciclo de pressão por evento isolado. Dúvida documentada: caso o Parque São Miguel reapareça com ocorrências correlatas, reavaliar para possível id_caso_pressao.","PARQUE_SAO_MIGUEL","alto","registro","","nao","baixa","2026-06-16","ocorrencia_policial_local","","2026_06_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260616_006","2026-06-16","Tribuna Liberal","Motorista foge ao atingir muro de residência em Hortolândia","10","Hortolândia","Jardim São Sebastião","CONTEXTO","seguranca_publica_transito","contextual","SEM_VARIAVEL","baixa","Veículo colide contra muro de residência na Rua Alecrim, Jardim São Sebastião; condutor evade-se do local. Sem feridos relatados.","Ocorrência de trânsito sem vínculo com vulnerabilidade social. Registro pelo valor cumulativo de loteamento (R28).","JARDIM_SAO_SEBASTIAO","alto","registro","","nao","baixa","2026-06-16","ocorrencia_transito_local","","2026_06_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260616_007","2026-06-16","Tribuna Liberal","Controlador de acesso em UPA de Hortolândia morre em acidente","10","Hortolândia","Hortolândia","CONTEXTO","fatalidade_transito","contextual","SEM_VARIAVEL","baixa","Carlos Daniel, 21 anos, controlador de acesso lotado na UPA Nova Hortolândia, morre em acidente de motocicleta; circunstâncias sob investigação da Polícia Civil.","Vínculo com o setor saúde é apenas circunstancial (local de trabalho da vítima); o fato é um acidente de trânsito, não evidência de vulnerabilidade nem de risco sanitário. NÃO integra a ponte Atlas x Saúde, para preservar a credibilidade do índice.","NAO_IDENTIFICADO","baixo","registro","","nao","baixa","2026-06-16","fatalidade_local","","2026_06_16_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260617_001","2026-06-17","Tribuna Liberal","Eternit inaugura sede administrativa em Hortolândia com 100 novas contratações","7","Hortolândia","Hortolândia","CONTEXTO","economia_emprego","indireta","RT_LATENTE","baixa","Eternit transfere sede administrativa de SP para Hortolandia; ~250 colaboradores na operacao local (corporativa + industrial), 100 contratacoes no ultimo ano e vagas abertas. Projeto Habitat Sustentavel; relacao com a cidade desde 2022 (aquisicao da Confibra).","Geracao de emprego formal e fixacao de empresa de grande porte; toca renda/trabalho de forma indireta e positiva. Nao e vulnerabilidade nem pressao; contexto de desenvolvimento economico municipal. Vinculo com CAGED no futuro.","NAO_IDENTIFICADO","baixo","registro","","nao","media","2026-06-17","geracao_emprego_formal_local","","2026_06_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260617_002","2026-06-17","Tribuna Liberal","Hortolandia apontada pelo IPS como cidade com melhor qualidade de vida da RMC (citado na materia da Eternit)","7","Hortolândia","Hortolândia","CONTEXTO","imagem_municipal_indicadores","contextual","SEM_VARIAVEL","baixa","Materia da Eternit cita que Hortolandia foi apontada pelo Indice de Progresso Social (IPS) como a cidade com melhor qualidade de vida da RMC e PIB per capita superior a R$ 93 mil.","Registro estrategico do paradoxo central do Atlas: indicador agregado (IPS) muito favoravel convive com vulnerabilidade intramunicipal concentrada (CadUnico/IVS-H). Util como contraponto narrativo na palestra. Nao e variavel IVS; e contexto de imagem do municipio.","NAO_IDENTIFICADO","baixo","registro","","nao","alta","2026-06-17","narrativa_qualidade_de_vida","","2026_06_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260617_003","2026-06-17","Tribuna Liberal","Policia prende investigado por homicidio e apreende municoes em Hortolandia","9","Hortolândia","Hortolândia","CONTEXTO","seguranca_publica","contextual","SEM_VARIAVEL","media","Prisao em flagrante de investigado (iniciais J.P.S.) por envolvimento no homicidio de Josuelison Silva Pereira; apreensao de celulares, balancas de precisao, anotacoes e 11 municoes calibre .32. Pedido de conversao em prisao preventiva.","Ocorrencia policial sem vinculo direto com variavel IVS. Registro pelo valor cumulativo (R28); criminalidade e tema recorrente do corpus a monitorar.","NAO_IDENTIFICADO","baixo","registro","","nao","baixa","2026-06-17","ocorrencia_policial_local","","2026_06_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260617_004","2026-06-17","Tribuna Liberal","Policia apreende jacare e animais silvestres mantidos irregularmente em residencia de Hortolandia","7","Hortolândia","Hortolândia","CONTEXTO","meio_ambiente_fiscalizacao","contextual","SEM_VARIAVEL","baixa","PM Ambiental apreendeu filhote de jacare-do-papo-amarelo, tarantulas, jabutis, tartaruga, lagarto e aves mantidos sem autorizacao; morador multado em R$ 7,9 mil. Animais encaminhados ao Cetras (Limeira).","Ocorrencia ambiental sem vinculo com vulnerabilidade social. Contexto local; baixa relevancia para o Atlas.","NAO_IDENTIFICADO","baixo","registro","","nao","baixa","2026-06-17","ocorrencia_ambiental_local","","2026_06_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260617_005","2026-06-17","Tribuna Liberal","Segunda Fan Fest de Hortolandia (Brasil x Haiti) no Parque Socioambiental Jardim Amanda","7","Hortolândia","Jardim Amanda","GOVERNANCA","cultura_lazer_evento_publico","indireta","CH_LATENTE","baixa","Prefeitura promove 2a Fan Fest da Copa no Parque Socioambiental Jardim Amanda (Rua Casemiro de Abreu), com telao e food trucks. 1a Fan Fest (13/06) reuniu 1.500 pessoas. 3a sera no Jardim Santa Izabel (24/06).","Evento de governanca cultural. Relevante por ocorrer no Jardim Amanda - loteamento que lidera todos os indicadores territorializados do IVS-H e PVSE. Registrar a presenca de equipamento publico (Parque Socioambiental) e acao municipal nesse territorio prioritario.","JARDIM_AMANDA","alto","resposta","","avaliar","media","2026-06-17","equipamento_publico_lazer_jardim_amanda","","2026_06_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260617_006","2026-06-17","Tribuna Liberal","Saida temporaria de junho libera detentos do Complexo Penitenciario Campinas-Hortolandia","9","Hortolândia","Complexo Penitenciario Campinas-Hortolandia","CONTEXTO","seguranca_publica_sistema_prisional","contextual","SEM_VARIAVEL","baixa","Saida temporaria de junho (16 a 22/06) para presos do regime semiaberto no Complexo Campinas-Hortolandia, sob criterios legais e mudancas na legislacao de 2024.","Tema do sistema prisional regional, equipamento sediado no municipio. Sem vinculo direto com vulnerabilidade do CadUnico. Contexto.","NAO_IDENTIFICADO","baixo","registro","","nao","baixa","2026-06-17","sistema_prisional_regional","","2026_06_17_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260618_001","2026-06-18","Tribuna Liberal","Beneficiado por saída temporária é assassinado a tiros no Jardim Sumarezinho","01/08","Hortolândia","Jardim Sumarezinho","PRESSAO_SOCIAL","capital_humano","pressao_social","CH_VIOLENCIA","alta","Homem de 30 anos (Thiago Guedes Gasparotte) executado a tiros em 16/06 no Jardim Sumarezinho; havia deixado o CPP Ataliba Nogueira em saída temporária.","Homicídio por arma de fogo no Jardim Sumarezinho. Evento territorializado de violência letal. Mantido sem id_caso_pressao específico até consolidação de ciclo municipal de criminalidade/segurança; candidato a ciclo futuro.","JARDIM_SUMAREZINHO","alto","registro","","sim","alta","2026-06-18","violencia_letal_territorializada","","2026_06_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260618_002","2026-06-18","Tribuna Liberal","PM detém acusado de adulteração em motocicleta no Jardim Amanda","08","Hortolândia","Jardim Amanda","CONTEXTO","seguranca_publica","contexto","SEM_VARIAVEL","baixa","Homem de 43 anos preso em flagrante por adulteração de sinais identificadores de motocicleta na Av. Tarsila do Amaral, Jardim Amanda, em 16/06.","Ocorrência policial no Jardim Amanda. Registro pela localização no território de maior vulnerabilidade; sem vínculo direto com variável IVS.","JARDIM_AMANDA","alto","registro","","nao","baixa","2026-06-18","ocorrencia_policial_local","","2026_06_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260618_003","2026-06-18","Tribuna Liberal","Morre João Jorge Ferreira da Silva, ex-delegado titular de Hortolândia","03","Hortolândia","Hortolândia","CONTEXTO","seguranca_publica_institucional","contexto","SEM_VARIAVEL","baixa","Falecimento do delegado João Jorge Ferreira da Silva, titular da Delegacia de Polícia de Hortolândia entre 2021 e 2026.","Luto institucional. Registro de contexto da segurança pública municipal; sem vínculo com variável IVS.","NAO_IDENTIFICADO","baixo","registro","","nao","baixa","2026-06-18","institucional_seguranca_local","","2026_06_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260618_004","2026-06-18","Tribuna Liberal","Uniforme de inverno já aquece 26 mil alunos de Hortolândia em meio ao frio","04","Hortolândia","Hortolândia","GOVERNANCA","capital_humano","resposta_institucional","CH_LATENTE","baixa","Prefeitura concluiu distribuição de 26 mil kits de uniforme de inverno (calça e jaqueta) à rede municipal; 52 mil peças.","Entrega municipal de uniforme de inverno para 26 mil alunos da rede. Resposta de governança em educação/proteção; cobertura municipal.","MUNICIPAL","municipal","resposta","","nao","media","2026-06-18","entrega_uniforme_rede_municipal","","2026_06_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260618_005","2026-06-18","Tribuna Liberal","Uniforme de inverno já aquece 26 mil alunos de Hortolândia em meio ao frio","04","Hortolândia","Jardim Terras de Santo Antonio","GOVERNANCA","renda_trabalho","resposta_institucional","RT_LATENTE","baixa","Uniformes confeccionados por bolsistas do programa ACERTE no CQP (Jd. Terras de Santo Antonio); maioria mulheres em vulnerabilidade; bolsa R$710 + cesta + vale-transporte; Curso de Costura Industrial.","Desdobramento da matéria do uniforme: revela cadeia de política pública que conecta educação, qualificação profissional, geração de renda e mulheres em vulnerabilidade. Não mede emprego formal (RT_02) nem informalidade (RT_03); tratado como resposta de governança em renda/trabalho com aproximação para qualificação produtiva.","JARDIM_TERRAS_DE_SANTO_ANTONIO","alto","resposta","","avaliar","alta","2026-06-18","qualificacao_geracao_renda_mulheres_vulneraveis","","2026_06_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
"TL_20260618_006","2026-06-18","Tribuna Liberal","Depois de crise da água, Sabesp anuncia R$ 103 mi a Monte Mor","01/06","Hortolândia","Hortolândia","CONTEXTO","infraestrutura_saneamento","contexto","IU_LATENTE","media","Matéria sobre investimento da Sabesp em Monte Mor cita crise da água (mau cheiro, coloração, pessoas passando mal em meados de abril) que afligiu também Paulínia e Hortolândia.","Evento regional com impacto local explícito em Hortolândia (R27). Contexto de saneamento/qualidade da água; conecta-se ao ciclo de pressão sobre água já monitorado.","NAO_IDENTIFICADO","baixo","registro","","avaliar","media","2026-06-18","crise_abastecimento_regional_impacto_local","","2026_06_18_tribuna_liberal.csv","","","","","","","","","","","","","",""
